UserId,VisitYear,VisitMonth,AttractionId,Rating,Country,Region,Continent,Attraction,AttractionType,AttractionCity,VisitMode,UserAvgRating,UserVisitCount,UserRatingStd,AttractionAvgRating,AttractionVisitCount,AttractionRatingStd,UserPct_Business,AttrPct_Business,UserPct_Couples,AttrPct_Couples,UserPct_Family,AttrPct_Family,UserPct_Friends,AttrPct_Friends,UserPct_Solo,AttrPct_Solo,Season,RegionAvgRating,CountryAvgRating,TypeAvgRating,Continent_enc,Country_enc,AttractionType_enc,Region_enc,VisitMode_enc,Season_enc
70456,2022,10,640,5,Australia,Australia,Australia & Oceania,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Douala,Couples,0.0,0.0,0.0,0.6412151942758686,1.0,0.3618668481110455,0.0,0.004471051833889057,0.0,0.4836314034555926,0.0,0.23590481964231585,0.0,0.18452561382237043,0.0,0.09146711124583207,Autumn,0.5581345368579416,0.8449602407049217,0.6459712829891191,4,7,8,1,1,0
7567,2022,10,640,5,Canada,Northern America,America,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Douala,Friends,0.0,0.0,0.0,0.6412151942758686,1.0,0.3618668481110455,0.0,0.004471051833889057,0.0,0.48370718399515006,0.0,0.23590481964231585,0.0,0.18444983328281297,0.0,0.09146711124583207,Autumn,0.4931683899556867,0.8296975609756099,0.6459712829891191,2,27,8,12,3,0
79069,2022,10,640,5,United States,Northern America,America,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Douala,Family,0.0,0.0,0.0,0.6412151942758686,1.0,0.3618668481110455,0.0,0.004471051833889057,0.0,0.48370718399515006,0.0,0.2358290391027584,0.0,0.18452561382237043,0.0,0.09146711124583207,Autumn,0.4931683899556867,0.8327285921625545,0.6459712829891191,2,143,8,12,2,0
31019,2022,10,640,3,Canada,Northern America,America,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Douala,Family,0.6000000000000001,0.017241379310344827,0.0,0.6413292111885722,1.0,0.3618668481110455,0.0,0.004471051833889057,0.0,0.48370718399515006,1.0,0.2358290391027584,0.0,0.18452561382237043,0.0,0.09146711124583207,Autumn,0.4932914820285572,0.8297756097560977,0.6461049123488372,2,27,8,12,2,0
43611,2022,10,640,3,United States,Northern America,America,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Douala,Couples,0.6000000000000001,0.034482758620689655,0.35355339059327373,0.6413292111885722,1.0,0.3618668481110455,0.0,0.004471051833889057,1.0,0.4836314034555926,0.0,0.23590481964231585,0.0,0.18452561382237043,0.0,0.09146711124583207,Autumn,0.4932914820285572,0.8327648766328011,0.6461049123488372,2,143,8,12,1,0
43471,2022,10,640,5,United States,Northern America,America,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Douala,Friends,1.0,0.017241379310344827,0.0,0.6412151942758686,1.0,0.3618668481110455,0.0,0.004471051833889057,0.0,0.48370718399515006,0.0,0.23590481964231585,1.0,0.18444983328281297,0.0,0.09146711124583207,Autumn,0.4931683899556867,0.8327285921625545,0.6459712829891191,2,143,8,12,3,0
76492,2022,9,640,4,Tanzania,East Africa,Africa,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Douala,Couples,0.8,0.017241379310344827,0.0,0.6412722027322206,1.0,0.3618668481110455,0.0,0.004471051833889057,0.0,0.4836314034555926,1.0,0.23590481964231585,0.0,0.18452561382237043,0.0,0.09146711124583207,Autumn,0.5320088300220749,0.775,0.6460380976689777,1,132,8,7,1,0
20977,2022,10,640,5,United Kingdom,Western Europe,Europe,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Douala,Friends,0.0,0.0,0.0,0.6412151942758686,1.0,0.3618668481110455,0.0,0.004471051833889057,0.0,0.48370718399515006,0.0,0.23590481964231585,0.0,0.18444983328281297,0.0,0.09146711124583207,Autumn,0.4380719951189751,0.833025404157044,0.6459712829891191,5,142,8,21,3,0
18655,2022,9,640,3,South Africa,Southern Africa,Africa,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Douala,Couples,0.0,0.0,0.0,0.6413292111885722,1.0,0.3618668481110455,0.0,0.004471051833889057,0.0,0.4836314034555926,0.0,0.23590481964231585,0.0,0.18452561382237043,0.0,0.09146711124583207,Autumn,0.4078385719829263,0.8154211150652432,0.6461049123488372,1,123,8,18,1,0
62907,2022,9,640,5,Egypt,North Africa,Africa,Sacred Monkey Forest Sanctuary,Nature & Wildlife Areas,Douala,Couples,0.7692307692307693,0.22413793103448273,0.5088502445991073,0.6412151942758686,1.0,0.3618668481110455,0.0,0.004471051833889057,0.46153846153846156,0.4836314034555926,0.15384615384615385,0.23590481964231585,0.15384615384615385,0.18452561382237043,0.23076923076923078,0.09146711124583207,Autumn,0.5747126436781609,0.8471910112359551,0.6459712829891191,1,43,8,11,1,0
